author,publicationPlace,publicationYear,sourceLanguage,targetLanguage
[wybór tekstów Adrian Kobyłka,Częstochowa,2018,mul,pol
"Von Arnim, Elizabeth",Szczecin,2017,eng,pol
"See, Lisa",Warszawa,2018,eng,pol
"Mignola, Mike",Warszawa,2018,eng,pol
"[wybór wierszy i obrazów, przekład, opracowanie i posłowie] Piotr Sommer",Kraków,2018,eng,pol
[tłumaczenie Katarzyna Dwornik].,Novara,2018,eng,pol
"Lem, Stanisław",Kraków,2018,ger,pol
"Munro, Alice",Warszawa,2013,eng,pol
"Monaghan, Nicola",Warszawa,2014,eng,pol
"le Carré, John",Katowice,2014,eng,pol
"Chopra, Deepak",Warszawa,2015,eng,pol
"Murata, Sayaka",Kraków,2019,jpn,pol
"Howey, Hugh",Słupsk,2013,eng,pol
"Sommer, Piotr",Bistriţa,2015,pol,rum
[tłumaczenie z języka angielskiego Barbara Toczek-Luteijn].,Toruń,2017,eng,pol
[tłumaczenie z języka angielskiego Jakub Kułaczkowski].,Toruń,2017,eng,pol
[tłumaczenie z języka angielskiego Kinga Kubas].,Toruń,2017,eng,pol
"Urbanek, Mariusz",L'vìv,2016,pol,ukr
"Rassek, Peter",Frankfurt am Main,2016,pol,ger
"Gabriela Jelitto-Piechulik, Małgorzata Jokiel, Monika Wójcik-Bednarz (Hg.).",Wien,2015,pol,ger
"Engström, Thomas",Katowice,2017,swe,pol
[tłumaczenie z języka angielskiego Marek Ciecierski].,Toruń,2017,eng,pol
"Ajtmatov, Čingiz",,,ger,pol
"Semb, Jeanette",Warszawa,2018,nor,pol
"Zagrebelʹnij, Pavlo Arhipovič",Warszawa,2016,ukr,pol
"Paige, Helena S.",Warszawa,2013,eng,pol
Plaut,Wrocław,2017,,
Auzoniusz,Wrocław,2017,lat,pol
[tłumaczenie z języka angielskiego Jakub Kułaczkowski].,Toruń,2018,eng,pol
[wstęp: Ewa Kutryś,Kraków,2018,rus,pol
"Lipoveckij, Mark Naumovič",Katowice,2018,rus,pol
"Poe, Edgar Allan",Czerwonak,,eng,pol
"Norwid, Cyprian",Oradea,2018,pol,rum
"Morrison, Grant",Warszawa,2019,eng,pol
"Cankar, Ivan",Ljubljana,2018,slv,slv
"Táo, Yuānming",Kraków,2018,chi,pol
"Ławski, Jarosław",Kiev,2018,pol,ukr
"Ornoch, Piotr",Warszawa,2019,pol,pol
"wybrał, przełożył i opracował Jerzy Snopek.",Budapest,2016,hun,pol
pod redakcją Renaty Makarskiej.,Kraków,2019,ger,pol
"Frankel, Laurie",Warszawa,2017,eng,pol
"Chekhov, Anton Pavlovich",Warszawa,2019,rus,pol
pod redakcją Elżbiety Wesołowskiej i Piotra Urbańskiego,Poznań,2019,grc,pol
"Lebioda, Dariusz Tomasz",,2019,pol,eng
"Riley, Lucinda",Warszawa,2019,eng,pol
"Sobieraj, Tomasz",,2018,pol,eng
Y.T.O.,Warszawa,2018,eng,pol
"Meyer, Thorbjörn",Łódź,2019,eng,pol
Leon z Vercelli,Kraków,2019,lat,pol
"Shen, Fu",Warszawa,2019,chi,pol
"Cordurié, Sylvain",Warszawa,2019,fre,pol
scenariusz Mike Mignola i John Arcudi,Warszawa,2019,eng,pol
"Ferrari, Alessandro",Warszawa,2019,eng,pol
"Aaron, Jason",Warszawa,2019,eng,pol
"Pietruczuk, Katarzyna",Roma,2019,pol,eng
"Sadowski, Witold",Berlin,2018,pol,eng
"Waid, Mark",Warszawa,2019,eng,pol
"[redaktoriai prof. Janusz Degler, Przemysław Pawlak, Helmutas Šabasevičius",Vilnius,2018,pol,lit
"scenariusz Scott Snyder, James Tynion IV, Rob Williams, Josh Williamson, Tim Seeley, Ben Percy",Warszawa,2019,eng,pol
"Merezhkovsky, Dmitry Sergeyevich",Warszawa,2019,rus,pol
"Bentley, Sue",Warszawa,2013,eng,pol
"Bentley, Sue",Warszawa,2013,eng,pol
"Puricelli Guerra, Elisa",Łódź,2013,ita,pol
"Lien, Merete",Warszawa,2014,nor,pol
"Mull, Brandon",Warszawa,2014,eng,pol
"Janisch, Heinz",Kraków,2013,ger,pol
P. C. Cast + Kristin Cast,Poznań,2014,eng,pol
"Doyle, Arthur Conan",Łomianki,2015,eng,pol
"Frampton, Sue.",Macierzysz,2015,eng,pol
"Flanagan, John",Warszawa,2018,eng,pol
"Carteron, Marine",Warszawa,2016,fre,pol
"Brown, George Mackay",Gdańsk,2017,eng,pol
"Boyd, Damien",Gliwice,2017,eng,pol
"Carteron, Marine",Warszawa,2015,fre,pol
"Carteron, Marine",Warszawa,2015,fre,pol
"Hunter, Erin",Poznań,2018,eng,pol
"Lasky, Kathryn",Poznań,2017,eng,pol
"Lasky, Kathryn",Poznań,2018,eng,pol
"Hunter, Erin",Poznań,2018,eng,pol
"Flanagan, John",Warszawa,2017,eng,pol
"Hunter, Erin",Poznań,2018,eng,pol
"Hunter, Erin",Poznań,2018,eng,pol
"Hunter, Erin",Poznań,2017,eng,pol
"Finn, A. J.",Warszawa,2018,eng,pol
"Beagle, Peter S",Poznań,2018,ang,pol
"Flanagan, John",Warszawa,2018,eng,pol
"Salten, Felix",Poznań,2018,ger,pol
"Montgomery, Lucy Maud",Poznań,2017,eng,pol
"Stewart, Amy.",Poznań,2016,eng,pol
"Lasky, Kathryn",Poznań,2019,eng,pol
"Chase, Loretta Lynda",Warszawa,2019,eng,pol
"Hunter, Erin",Poznań,2019,eng,pol
"Smith, Patti",Stronie Śląskie,2019,eng,pol
"Hunter, Erin",Poznań,2019,eng,pol
"Winters, Ben H",Warszawa,2018,eng,pol
"DuPrau, Jeanne",Poznań,2019,eng,pol
"Nunez, Sigrid.",Warszawa,2019,eng,pol
"Urbanowicz, Artur.",Czerwonak,2019,,pol
"Ciddor, Anna",Warszawa,2019,eng,pol
pod redakcją Moniki Wolting i Ewy Jarosz-Sienkiewicz.,Kraków,2019,ger,pol
Preston & Child,Warszawa,2019,eng,pol
"Clive Cussler, Justin Scott",Warszawa,2019,eng,pol
"Myśliwski, Wiesław",Amsterdam,2016,pol,dut
"Minier, Bernard",Poznań,2019,fre,
"Webb, Nick",Piaseczno,2019,eng,
"Perumov, Nik",Piaseczno,2019,rus,
"Quick, Matthew",Kraków,2013,eng,pol
"Larson, B. V.",Piaseczno,2019,eng,
"Larson, B. V.",Piaseczno,2019,eng,
"Currie, Evan",Piaseczno,2019,eng,
"Currie, Evan",Piaseczno,2019,eng,
"White, Kate",Warszawa,2013,eng,pol
"Bolãno, Roberto",Warszawa,2013,spa,pol
"Silva, Daniel",Warszawa,2013,eng,pol
"Galen, Shana",Warszawa,2013,eng,pol
"Benacquista, Tonino",Warszawa,2013,eng,pol
"Gordon, Roderick",Warszawa,2013,eng,pol
"Leighton, M",Piaseczno,,eng,
"Miller, Frank",Warszawa,2014,eng,pol
"Jorge Bucay, Silvia Salinas",Zakrzewo,2014,spa,pol
"Zelazny, Roger",Poznań,2015,eng,pol
"Currie, Evan",Piaseczno,2019,eng,
"Watts, Peter",Piaseczno,2019,eng,
"Garcia, Emma",Katowice,2015,eng,pol
"Currie, Evan",Piaseczno,2019,eng,
"Perumov, Nik",Piaseczno,2019,rus,
"Mull, Brandon",Warszawa,2016,eng,pol
"Pouchet, Victor",Warszawa,2019,fre,pol
"[autorzy oryginału: H. Ch. Andersen, J. M. Barrie, C. Collodi, J. i W. Grimm",Warszawa,2015,eng,pol
"Hobb, Robin",Piaseczno,2019,eng,
"Hunter, Erin",Poznań,2015,eng,pol
"Hunter, Erin",Poznań,2016,eng,pol
"Hunter, Erin",Poznań,2016,eng,pol
"Cole, Daniel",Katowice,2018,eng,pol
"Gannon, Nicholas",Katowice,2019,eng,pol
[na podstawie baśni braci Grimm,Warszawa,2014,eng,pol
"Hilary, Sarah",Poznań,2016,eng,pol
"Enright, Anne",Gdańsk,2017,eng,pol
"MacLeod, Alistair",Gdańsk,2017,eng,pol
"Hunter, Erin",Poznań,2016,eng,pol
"Hunter, Erin",Poznań,2017,eng,pol
"Nadin, Joanna",Łódź,2017,eng,pol
"Hunter, Erin",Poznań,2017,eng,pol
"Arsenʹev, Vladimir Klavdievič",Poznań,2010,rus,pol
"Sherry, Maureen",Warszawa,2019,eng,pol
Elena Favilli i Francesca Cavallo,Katowice,2017,eng,
"Geiger, A. V.",Warszawa,2018,eng,pol
"Gray, Claudia",Warszawa,2018,eng,pol
"Goldman, William",Warszawa,2018,eng,pol
"Cashore, Kristin",Warszawa,2018,eng,pol
[na podstawie baśni braci Grimm,Warszawa,2017,,pol
"Burnett, Frances Hodgson",Ożarów Mazowiecki,2018,eng,pol
"Kasten, Mona",Warszawa,2018,ger,pol
"Brashares, Ann",Warszawa,2017,eng,pol
"Riordan, Rick",Kraków,2018,eng,pol
"Pennington, Jessica",Warszawa,2018,eng,pol
"Roth, Veronica",Warszawa,2018,eng,pol
"Crummey, Michael",Gdańsk,2018,eng,pol
"Day, Anna",Warszawa,2018,eng,pol
"Reinhardt, Dana",Warszawa,2018,eng,pol
"Pantermüller, Alice",Warszawa,2018,ger,pol
"Crowley, Cath",Warszawa,2018,eng,pol
"Kasten, Mona",Warszawa,2018,ger,pol
"Macht, Christopher",Warszawa,2018,ger,pol
"Mayes, Frances",Warszawa,2018,eng,pol
"Wheeler, Jeff",Warszawa,2018,eng,pol
"Wheeler, Jeff",Warszawa,2018,eng,pol
"Wheeler, Jeff",Warszawa,2018,eng,pol
"Flanagan, John",Warszawa,2018,eng,pol
"Beaty, Erin",Warszawa,2018,eng,pol
"Chainani, Soman",Warszawa,2018,eng,pol
"Kipling, Rudyard",Piaseczno,2018,eng,
Måns Gahrton & Johan Unenge,Katowice,2019,swe,pol
"Liu, Cixin",Poznań,2019,chi,pol
"Copons, Jaume",Warszawa,2018,cat,pol
"Copons, Jaume",Warszawa,2018,cat,pol
"Smith, Alex T",Katowice,2019,eng,pol
"Hagerup, Klaus",Warszawa,2019,nor,pol
"Burton, Tara Isabella",Warszawa,2019,eng,pol
"MacLeod, Alistair",Gdańsk,2018,eng,pol
"Wharton, Edith",Toruń,2019,eng,pol
"Gurian, Beatrix",Warszawa,2018,ger,pol
"Delaney, Joseph",Warszawa,2018,eng,pol
"Collins, Wilkie",Warszawa,2019,eng,pol
"Flanagan, John",Warszawa,2018,eng,pol
"Black, Holly",Warszawa,2019,eng,pol
"Whitehouse, Lucie",Katowice,2018,eng,pol
"Scheunemann, Frauke",Katowice,2019,ger,
"Scheunemann, Frauke",Katowice,2019,ger,
"Scheunemann, Frauke",Katowice,2019,ger,
"Baudelaire, Charles",Łódź,2020,fre,pol
"Kosztolányi, Dezső",Łódź,2020,hun,pol
"Lasocki, Wiesław Antoni",Praha,2016,pol,cze
"Kalicka, Manula","Honolulu, HI",2016,pol,eng
"Gombrowicz, Witold",Tehran,,pol,per
"Kalicka, Manula","Honolulu, HI",2016,pol,eng
"Kalicka, Manula","Honolulu, HI",2016,pol,eng
"Szymborska, Wisława",,2016,pol,chi
"Kubasiewicz, Magdalena","Honolulu, HI",2016,pol,eng
"Kubasiewicz, Magdalena","Honolulu, HI",2016,pol,eng
"Sienkiewicz, Henryk",Gyula,2015,pol,hun
"Sienkiewicz, Henryk",Gyula,2015,pol,hun
"Tokarczuk, Olga",Madrid,2016,pol,spa
"Tokarczuk, Olga",Madrid,2016,pol,spa
"Tokarczuk, Olga",Madrid,2016,pol,spa
"Sienkiewicz, Henryk",Madrid,2007,pol,spa
"Sienkiewicz, Henryk",Madrid,2007,pol,spa
"Sienkiewicz, Henryk",Madrid,2007,pol,spa
"Wasilewicz, Grażyna",Ostrava,2015,pol,cze
"Sapkowski, Andrzej",Amsterdam,2015,pol,dut
"Sapkowski, Andrzej",Amsterdam,2016,pol,dut
"Sapkowski, Andrzej",Amsterdam,2014,pol,dut
"Kapuściński, Ryszard",Milano,2014,pol,ita
"Schulz, Bruno",Amsterdam,2015,pol,dut
"Bargielska, Justyna",,2016,pol,mac
"naps. Cristian Ceresoli, Chaim Cigan, Magda Fertacz, Nikolaj Chalezin, DC Jackson, Tomáš Kafka, Viliam Klimáček, Artur Pałyga, S.d.Ch., Małgorzata Sikorska-Miszczuk a Csaba Székely",Praha,2015,hun,cze
"Szymborska, Wisława",Breda,2013,pol,dut
"Mackiewicz, Józef",,2014,pol,hun
"Nurowska, Maria",Vilnius,2015,pol,
"Czubaj, Mariusz",Roma,2016,pol,ita
"Paziński, Piotr",Budapest,2016,pol,hun
"Gombrowicz, Witold",Stockholm,2018,pol,swe
"Gombrowicz, Witold",Stockholm,2018,pol,swe
"Červenka, Jiří",,2015,cze,cze
"Gombrowicz, Witold",Stockholm,2016,pol,swe
"Gombrowicz, Witold",Stockholm,2017,pol,swe
"Gombrowicz, Witold",Stockholm,2016,pol,swe
"Gombrowicz, Witold",Stockholm,2017,pol,swe
"Gombrowicz, Witold",Stockholm,2016,pol,swe
"Gombrowicz, Witold",München,2015,pol,ger
"Gombrowicz, Witold",Utrecht,2015,pol,dut
"Sienkiewicz, Henryk",København,2016,pol,dan
"Sienkiewicz, Henryk",,2015,pol,dan
"Czubaj, Mariusz",Münster,2015,pol,ger
"Sienkiewicz, Henryk",Moskva,2016,pol,rus
"Piwkowska, Anna",Vilnius,2016,pol,lit
"Gombrowicz, Witold",Stockholm,2016,pol,swe
"Schulz, Bruno",Budapest,2016,pol,hun
"Helbig, Brigitta",Greifswald,2016,pol,ger
"Gombrowicz, Witold",Oslo,2016,pol,nob
"Schulz, Bruno",Budapest,2016,pol,hun
"Szymborska, Wisława",São Paulo,2016,pol,por
"Paziński, Piotr",Budapest,2016,pol,hun
"Sapkowski, Andrzej",Budapest,2015,pol,hun
"Wasilewska, Wanda",Tehran,,pol,per
"Sienkiewicz, Henryk",Tehran,,pol,per
"Kozak, Magdalena","Honolulu, HI",2016,pol,eng
"Ossendowski, Ferdynand Antoni",Budapest,,pol,hun
"Kozak, Magdalena","Honolulu, HI",2016,pol,eng
"Sapkowski, Andrzej",Amsterdam,2016,pol,dut
"Sapkowski, Andrzej",Amsterdam,2016,pol,dut
"Pałasz, Marcin","Honolulu, HI",2016,pol,eng
"Sapkowski, Andrzej",Amsterdam,2015,pol,dut
"Sapkowski, Andrzej",Amsterdam,2015,pol,dut
"Sapkowski, Andrzej",Amsterdam,2015,pol,dut
"Sapkowski, Andrzej",Amsterdam,2016,pol,dut
"Tuwim, Julian",,2014,pol,dut
"Pałasz, Marcin","Honolulu, HI",2016,pol,eng
"Pałasz, Marcin","Honolulu, HI",,pol,eng
"Pałasz, Marcin","Honolulu, HI",,pol,eng
"Pałasz, Marcin","Honolulu, HI",,pol,eng
"Tuszyńska, Agata",Skopje,2016,pol,mac
"Sapkowski, Andrzej",Amsterdam,2014,pol,dut
"Szymborska, Wisława",Breda,2013,pol,dut
"Szymborska, Wisława",Breda,2013,pol,dut
"selecția, traducera din polonă, cuvântul înainte, prezentările și notele: Nicolae Mareș.",Bucureşti,2016,pol,rum
"Stasiuk, Andrzej",Breda,2013,pol,dut
"Jasieński, Bruno",Budapest,2013,pol,hun
"Sapkowski, Andrzej",Amsterdam,2015,pol,dut
"Sapkowski, Andrzej",Amsterdam,2015,pol,dut
"Karpowicz, Ignacy",Barcelona,,pol,spa
"Tryzna, Tomek",Breda,2014,pol,dut
"Wasilewicz, Grażyna",Ostrava,2015,pol,cze
"Tryzna, Tomek",Breda,2013,pol,dut
"Klimko-Dobrzaniecki, Hubert",Budapest,2015,pol,hun
"Sienkiewicz, Henryk",,2013,pol,eng
"Sienkiewicz, Henryk",,2013,pol,eng
"Kalicka, Manula","Honolulu, HI",2016,pol,eng
"Sapkowski, Andrzej",,,pol,chi
"Gombrowicz, Witold",Shanghai,2013,pol,chi
"Szabłowski, Witold",London,2013,pol,eng
"Kay, Magdalena",London,2014,pol,eng
"Sienkiewicz, Henryk",Praha,2013,pol,cze
"Bechlerowa, Helena",Moskva,2013,pol,rus
"Beszczyńska, Zofia",La Habana,2013,pol,spa
"Nałkowska, Zofia",,2014,pol,eng
"Valko, Tanya",Harkìv,2014,pol,ukr
"Miłosz, Czesław",Tartu,2015,pol,est
"Czubaj, Mariusz",Münster,2013,pol,ger
"Masłowska, Dorota",Skopje,2015,pol,mac
"Witkowski, Michał",Skopje,2015,pol,mac
"Lipska, Ewa",Skopje,2015,pol,mac
"Żmudzki, Jerzy",Frankfurt am Main,2015,ger,ger
"Tokarz, Bożena",Ljubljana,2013,pol,slv
"Guzowska, Marta",Skopje,2016,pol,mac
"Brandstaetter, Roman",Praha,2015,pol,cze
"Podolec, Marcin",Palma de Mallorca,2015,pol,spa
"Świrszczyńska, Anna",,2015,pol,cat
"Krüger, Maria",Moskva,2015,pol,rus
"Sapkowski, Andrzej",,2015,pol,cze
"Mortka, Marcin",Brno,2015,pol,cze
"Mortka, Marcin",Brno,2016,pol,cze
"Podolec, Marcin",Paris,2015,pol,fre
"Rydzewska, Jaga",Praha,2015,pol,cze
"Sitarz, Magdalena Joanna",Frankfurt am Main,2013,pol,eng
"Shakespeare, William",Johanneshov,2013,eng,
"Miłoszewski, Zygmunt",Paris,2015,pol,fre
"Błażejowski, Aleksander",Bratislava,2014,pol,slo
"Pászt, Patrícia",Bratislava,2013,hun,slo
"Sapkowski, Andrzej",Helsinki,2014,pol,fin
"Miłoszewski, Zygmunt",Bratislava,2014,pol,slo
"Sapkowski, Andrzej",Moskva,2014,pol,rus
"Klimko-Dobrzaniecki, Hubert",Bratislava,2014,pol,slo
"Dołęga-Mostowicz, Tadeusz",Moskva,2014,pol,rus
"Kossak, Zofia",Bratislava,2014,pol,slo
"Sapkowski, Andrzej",Moskva,2015,pol,rus
"Miłoszewski, Zygmunt",Levoča,2015,pol,slo
"Stasiuk, Andrzej",Johanneshov,2014,pol,
"Miłosz, Czesław",,2014,pol,slo
"Miłoszewski, Zygmunt",Bratislava,2014,pol,slo
"Grynberg, Henryk",Praha,2015,pol,cze
"Sapkowski, Andrzej",London,2014,pol,eng
"Sapkowski, Andrzej",London,2015,pol,eng
"Hłasko, Marek",New York,2014,pol,eng
"Sapkowski, Andrzej",London,2013,pol,eng
"Zagajewski, Adam",,2015,pol,chi
"Sapkowski, Andrzej",,,pol,chi
"Sapkowski, Andrzej",,,pol,chi
"Gombrowicz, Witold",Tallinn,2015,pol,est
"Kruszewska, Felicja",London,2016,pol,eng
"Sapkowski, Andrzej",,2017,pol,chi
"Czapliński, Przemysław",Bucureşti,2015,pol,rum
"Mickiewicz, Adam",,2015,pol,dan
"Różewicz, Tadeusz",Tehran,,pol,per
"Kraszewski, Józef Ignacy",Bucureşti,2015,pol,rum
"Szczygielski, Marcin",Frankfurt am Main,2015,pol,ger
"Strasburger, Stanisław",Zürich,2015,pol,ger
"Strasburger, Stanisław",Zürich,2016,pol,ger
"Wojtowicz, Witold",Frankfurt am Main,2015,pol,ger
"Lalić-Krowicka, Olga",Skopje,2016,pol,pol
"Lem, Stanisław",Bucureşti,2014,pol,rum
"Brandys, Kazimierz",Lund,2013,pol,swe
Molière,Johanneshov,2013,fre,
"Przybyszewski, Stanisław",,2015,pol,swe
"Koziołek, Ryszard",Frankfurt am Main,2015,pol,eng
"Witkiewicz, Stanisław Ignacy",Tartu,2015,pol,est
"Szczygieł, Mariusz",Bucureşti,2014,pol,rum
"Andrzejewski, Jerzy",Johanneshov,2013,pol,
"Koziołek, Ryszard",Frankfurt am Main,2015,pol,eng
"Szczypiorski, Andrzej",Tehran,,pol,per
"Lec, Stanisław Jerzy",Moskva,2013,pol,rus
"Chmielewska, Joanna",Moskva,2015,pol,rus
"Chmielewska, Joanna",Moskva,2014,pol,rus
"Wiśniewski, Janusz Leon",Moskva,2015,pol,rus
"Lem, Stanisław",Skopje,2016,pol,mac
"Cygan, Jacek",Görlitz,2016,pol,pol
"Wiśniewski, Janusz Leon",Moskva,2015,pol,rus
"Wiśniewski, Janusz Leon",Moskva,2015,pol,rus
"Bargielska, Justyna",Ljubljana,2015,pol,slv
"Hłasko, Marek",Barcelona,2016,pol,spa
"Charles Russell, Arne Melberg, Jarosław Płuciennik, Michał Wróblewski (eds.).",Frankfurt am Main,2014,pol,eng
"Bator, Joanna",Berlin,2013,pol,ger
"Hescheles, Janina",Barcelona,2013,pol,cat
"Wasilewska, Wanda",,,pol,per
"Poświatowska, Halina",Tehran,,pol,per
"Wiśniewski, Janusz Leon",Moskva,2015,pol,rus
"Taléns, Jenaro",Granada,,cat,spa
"Lec, Stanisław Jerzy",München,2014,pol,ger
"Lem, Stanisław",Moskva,2015,pol,rus
"Borowski, Tadeusz",,2014,pol,ukr
motarjem Roušan Vazīrī.,Tehran,,pol,per
"Dąbrowski, Tadeusz",,2013,pol,ukr
"Ostałowska, Lidia",,2014,pol,ukr
"koncepcja całości, wybór, przekł. z jęz. lit., oprac. Beata Kalęba",Kaunas,2014,lit,pol
"Kalicińska, Małgorzata",Vilnius,2014,pol,lit
"Sienkiewicz, Henryk",Amsterdam,2015,pol,dut
"Sienkiewicz, Henryk",Budapest,2013,pol,hun
"Lem, Stanisław",Moskva,2015,pol,rus
"Sienkiewicz, Henryk",Budapest,2013,pol,hun
"Sienkiewicz, Henryk",Budapest,2015,pol,eng
"Pilipiuk, Andrzej",Kiev,2013,pol,ukr
"Mrożek, Sławomir",Tehran,,pol,per
"Lem, Stanisław",Praha,2014,pol,cze
"Szymborska, Wisława",Tehran,,pol,per
"Zajdel, Janusz Andrzej",Minsk,2015,pol,rus
"Szymborska, Wisława",Tehran,,pol,per
"Galińska, Barbara",Beograd,2015,pol,srp
"Galińska, Barbara",Beograd,2015,pol,srp
"Stasiuk, Andrzej",Skopje,2015,pol,mac
"Varga, Krzysztof",Ostrava,2014,pol,cze
[editör] Neşe Yüce,Istanbul,2014,pol,tur
"Rybicki, Robert",Ostrava,2014,pol,pol
"Galińska, Barbara",Beograd,2015,pol,srp
"Sapkowski, Andrzej",Moskva,2015,pol,rus
"Sapkowski, Andrzej",Moskva,2015,pol,rus
"Nastulczyk, Franciszek",Ostrava,2014,pol,cze
"Sapkowski, Andrzej",Madrid,2013,pol,spa
"Schulz, Bruno",København,,pol,dan
"Gliński, Antoni Józef",,2014,pol,eng
"Gliński, Antoni Józef",,2014,pol,eng
"Gliński, Antoni Józef",,2015,pol,eng
"Schulz, Bruno",São Paulo,2015,pol,por
"Sienkiewicz, Henryk",,2016,pol,spa
"Miłosz, Czesław",Tartu,2015,pol,est
"Sienkiewicz, Henryk",München,2013,pol,ger
"Sienkiewicz, Henryk",,2013,pol,ger
"Sienkiewicz, Henryk",Stuttgart,2014,pol,ger
"Kapuściński, Ryszard",Tbilisi,2015,pol,geo
"Tuwim, Julian",Zagreb,2015,pol,hrv
"Kapuściński, Ryszard",Tbilisi,2015,pol,geo
"Sienkiewicz, Henryk",München,2015,pol,eng
"Sienkiewicz, Henryk",,2016,pol,eng
"Sienkiewicz, Henryk",,2016,pol,eng
"Sienkiewicz, Henryk",Sankt-Peterburg,2016,pol,rus
"Nurowska, Maria",Moskva,2015,pol,rus
"Konwicki, Tadeusz",Tehran,,pol,per
"Tuwim, Julian",Stockholm,2013,pol,swe
"Sienkiewicz, Henryk",Beograd,2014,pol,srp
"Terakowska, Dorota",Beograd,2014,pol,srp
"Krajewski, Marek",Skopje,2014,pol,mac
"Galińska, Barbara",Beograd,2014,pol,srp
"Sienkiewicz, Henryk",Beograd,2016,pol,srp
"Dobraczyński, Jan",Split,2014,pol,hrv
"Galińska, Barbara",Beograd,2014,pol,srp
"Korczak, Janusz",Beograd,2013,pol,srp
"Lipska, Ewa",,2014,pol,srp
"Myśliwski, Wiesław",Zagreb,2014,pol,hrv
"Galińska, Barbara",Beograd,2014,pol,srp
"Kapuściński, Ryszard",,2014,pol,chi
"Galińska, Barbara",Beograd,2014,pol,srp
Jan Paweł,,,pol,per
"Szymborska, Wisława","Boston, MA",2016,pol,eng
"Segal, Erich",Johanneshov,2013,eng,
"Miłosz, Czesław",London,2014,pol,eng
"Miłosz, Czesław",London,2014,pol,eng
"Krall, Hanna",Frankfurt am Main,2014,pol,ger
"Frączek, Agnieszka",Vilnius,2013,pol,lit
"Krall, Hanna",Frankfurt am Main,2014,pol,ger
"Krall, Hanna",Frankfurt am Main,2014,pol,ger
"Krall, Hanna",Frankfurt am Main,2014,pol,ger
"Kozłowska, Urszula",Vilnius,2013,pol,lit
"Kozłowska, Urszula",Vilnius,2013,pol,lit
"Molicka, Maria",Vilnius,2013,pol,lit
"Sienkiewicz, Henryk",,2014,pol,chi
"Schulz, Bruno",,2016,pol,chi
"Bator, Joanna",Praha,2015,pol,cze
"Łoziński, Mikołaj",Praha,2015,pol,cze
"Sapkowski, Andrzej",,2015,pol,geo
"Ogiński, Michał Kleofas",Minsk,2015,fre,rus
"ʿAmiʾel, Irit",Berlin,2015,pol,ger
"Grzegorzewska, Wioletta",,2014,pol,eng
"Miłoszewski, Zygmunt",Berlin,2015,pol,ger
"Piasecki, Sergiusz",Riga,2015,pol,rus
"Čaklun, Oleh",Kiev,2016,ukr,eng
"Frania, Arkadiusz",Beograd,2016,pol,srp
"Saint-Exupéry, Antoine de",Johanneshov,2013,fre,
"Szymborska, Wisława",Madrid,2015,pol,spa
"Szymborska, Wisława",Ljubljana,2015,pol,slv
"Green, Roger Lancelyn",Johanneshov,2013,eng,pol
"Malpass, Eric",Johanneshov,2013,eng,
"Shakespeare, William",Johanneshov,2013,eng,
"Green, Roger Lancelyn",Johanneshov,2013,eng,pol
"Fink, Ida",,2015,pol,spa
"Lem, Stanisław",Palermo,2013,pol,ita
"Singer, Isaac Bashevis",Johanneshov,2013,eng,
"Heller, Joseph",Johanneshov,2013,eng,pol
"Milne, A. A.",Johanneshov,2013,eng,
"Hemingway, Ernest",Johanneshov,2013,eng,pol
"Milne, A. A.",Johanneshov,2013,eng,
"Poe, Edgar Allan",Johanneshov,2013,eng,pol
"Jerôme, Jerome K",Johanneshov,2013,eng,pol
"Chekhov, Anton Pavlovich",Johanneshov,2013,rus,
"Sienkiewicz, Henryk",Tehran,,pol,per
"Caldwell, Erskine",Johanneshov,2013,eng,pol
"Montgomery, Lucy Maud",Johanneshov,2013,eng,
"Doctorow, E. L.",Johanneshov,2013,eng,pol
"Bator, Joanna",,2013,pol,hrv
"Kafka, Franz",Johanneshov,2013,ger,pol
"Sienkiewicz, Henryk",Tehran,,pol,per
"Potoroczyn, Paweł",Zagreb,2014,pol,hrv
"Dostoyevsky, Fyodor",Johanneshov,2013,ros,pol
"Ondaatje, Michael",Johanneshov,2013,eng,
"Dostoyevsky, Fyodor",Johanneshov,2013,ros,pol
"Pietrkiewicz, Jerzy",Johanneshov,2013,eng,
"Bardijewska, Liliana",Zagreb,2013,pol,hrv
"Lagerlöf, Selma",Johanneshov,2013,swe,pol
"Puzo, Mário",Johanneshov,2013,eng,
"Fielding, Helen",Johanneshov,2013,eng,pol
"Grzędowicz, Jarosław",Praha,2014,pol,cze
"Fitzgerald, F. Scott",Johanneshov,2013,eng,pol
"Forsyth, Frederick",Johanneshov,2013,eng,pol
"Lindgren, Astrid",Johanneshov,2013,swe,
"Forsyth, Frederick",Johanneshov,2013,eng,pol
"Chmielewska, Joanna",Moskva,2015,pol,rus
"Wiśniewski, Janusz Leon",Jerevan,2014,pol,arm
"Sapkowski, Andrzej",,2014,pol,cze
"Sienkiewicz, Henryk",München,2016,pol,ger
"Jagielski, Wojciech",Breda,2014,pol,dut
ed. and transl. [from the Pol.] by Wiesiek Powaga.,,2015,pol,eng
"Fabisińska, Liliana",Beograd,2016,pol,srp
"Myśliwski, Wiesław",Amsterdam,2016,pol,dut
"Lem, Stanisław",London,2016,pol,eng
"Sapkowski, Andrzej",Amsterdam,2015,pol,dut
"Gavran, Miro",Zagreb,2015,hrv,pol
"Sienkiewicz, Henryk",Beirut,2016,pol,ara
